Actual,Predicted,AbsDiff
36.353,71.57647338400953,35.22347338400953
36.671,35.576130706987335,1.094869293012664
37.065,32.897681883500965,4.1673181164990325
37.733,38.85551322742525,1.1225132274252516
37.762,33.103086749196734,4.658913250803266
37.956,32.95900022686526,4.996999773134746
37.982,40.07822520498259,2.096225204982588
38.171,45.463078853328604,7.292078853328604
37.556,28.398257580692924,9.157742419307073
37.101,33.1777427791154,3.923257220884601
36.804,43.556957624166145,6.752957624166143
37.312,34.32734317921813,2.984656820781865
37.612,45.51644617360435,7.904446173604349
37.659,43.21604157389671,5.557041573896711
38.205,35.50391512623999,2.70108487376001
37.982,40.00101791158333,2.019017911583333
37.996,40.389540212969614,2.3935402129696115
38.185,40.206009008681505,2.021009008681503
38.248,31.808850745220898,6.4391492547791
38.95,34.64959426854524,4.3004057314547595
39.239,43.55250496598153,4.313504965981529
38.565,36.44900143426718,2.1159985657328164
37.625,40.393106902925666,2.768106902925666
37.996,44.48268662168691,6.486686621686907
37.956,29.275095007161852,8.680904992838151
37.501,34.32228109352653,3.1787189064734704
37.969,36.014571675960276,1.9544283240397249
38.347,35.354516766929564,2.9924832330704376
38.791,35.54576519261922,3.2452348073807755
38.861,35.66068771169456,3.2003122883054402
39.434,46.53782366789307,7.103823667893074
39.328,44.5347158679292,5.206715867929198
39.316,36.497013569022215,2.8189864309777874
39.28,44.87852182693052,5.598521826930522
39.511,41.06976182321578,1.5587618232157752
39.667,44.13467915666774,4.467679156667735
40.462,46.86054476650929,6.398544766509289
40.743,38.68697414424982,2.0560258557501854
40.934,39.561819677120596,1.3721803228794016
40.664,39.320358019861175,1.3436419801388269
40.677,44.71970740148814,4.042707401488137
40.324,35.88126213907975,4.442737860920246
40.393,37.481090787303835,2.911909212696166
40.271,42.897017895415,2.6260178954149964
40.652,34.66968671584884,5.982313284151161
40.926,34.25153663704744,6.674463362952565
40.475,43.41603404281773,2.9410340428177264
40.58,47.46746420762712,6.887464207627119
40.123,42.85437706410922,2.7313770641092248
39.806,40.32786645405111,0.5218664540511142
40.027,39.76580730265225,0.2611926973477523
39.925,47.978331164698176,8.053331164698179
39.793,35.836858771210956,3.9561412287890434
39.751,42.918309165173966,3.167309165173968
40.313,38.972809059724035,1.340190940275967
40.173,39.50894593610384,0.6640540638961596
40.457,35.28539255035167,5.171607449648327
40.223,41.997755919816555,1.7747559198165561
39.552,34.879492992392734,4.6725070076072655
39.376,38.79970549106619,0.5762945089338061
39.096,44.575567831042946,5.479567831042949
39.172,45.87349182796244,6.7014918279624425
39.323,39.727721635184935,0.4047216351849343
39.212,40.191573343142394,0.9795733431423912
39.419,42.371000385795924,2.9520003857959267
38.168,37.94977810139296,0.218221898607041
38.859,36.71562022822686,2.143379771773141
39.246,35.383533763457706,3.8624662365422964
39.946,39.79804532381783,0.14795467618216662
39.771,46.86685824986221,7.095858249862211
39.335,32.58730851836171,6.747691481638292
39.122,45.840938804387235,6.718938804387236
38.957,36.641499067039696,2.3155009329603047
38.775,33.121103866479,5.653896133521002
39.294,40.85806528154234,1.5640652815423408
38.817,30.059961585108905,8.757038414891095
38.804,45.02002261616899,6.216022616168985
38.936,30.25517406309818,8.680825936901819
